0,10989171488709637;0,050848419;2;1000;50
0,3109001706484662; 0,10238907849829282;2;1000;50
0,5581479424527895; 0,18528942232831014;2;1000;50
0,8073556565777782; 0,2486843671495791;2;1000;50
1,0565462923232367; 0,3131723282608707;2;1000;50
1,3057540064482254; 0,37656727308213966;2;1000;50
1,5801029928414447; 0,43218965761881023;2;1000;50
1,8795818659165366; 0,48076815939755946;2;1000;50
2,179250498764203; 0,5172020357316232;2;1000;50
2,478904899628926; 0,5545467589740376;2;1000;50
2,778744316271908; 0,5800504724078817;2;1000;50
3,0786548928296043; 0,6009999512999684;2;1000;50
3,378551237404359; 0,6228602771004059;2;1000;50
3,678646829740316; 0,6319687461839205;2;1000;50
3,978628566212727; 0,6483639905342482;2;1000;50
4,278624534668083; 0,6638483879762269;2;1000;50
4,578691663038153; 0,6747785508764448;2;1000;50
4,878659167527623;0,692084642;2;1000;50
5,178669368; 0,7066581926687494;2;1000;50
5,478651104438331; 0,7230534370190771;2;1000;50
5,778628096916432; 0,7397522970055235;2;1000;50
6,078671505314933; 0,7522005380863277;2;1000;50
6,378710169719117; 0,7649523948032506;2;1000;50
6,678834226; 0,7722391700700619;2;1000;50
6,978944050339859; 0,7804367922452276;2;1000;50
7,279068106641699; 0,7877235675120389;2;1000;50
7,579121003028828; 0,7995645773206093;2;1000;50
7,879259291313613; 0,8059405056790716;2;1000;50
8,179369115632511; 0,8141381278542354;2;1000;50
8,479393548053753; 0,8278008314795091;2;1000;50
8,779446444440879; 0,8396418412880777;2;1000;50
9,079542036776836; 0,8487503103715941;2;1000;50
9,379666093078676; 0,8560370856384072;2;1000;50
9,679733221448746; 0,8669672485386251;2;1000;50
9,979843045767645; 0,8751648707137889;2;1000;50
10,27998133405243; 0,8815407990722512;2;1000;50
10,580190782251933; 0,8833624928889545;2;1000;50
10,880300606570831; 0,8915601150641184;2;1000;50
11,180296575026187; 0,9070445125060953;2;1000;50
11,480321007447426;0,920707216;2;1000;50
11,78030274391984; 0,9371024604816967;2;1000;50
12,080327176341079; 0,9507651641069703;2;1000;50
12,380380072728208; 0,9626061739155407;2;1000;50
12,680390273166505; 0,9771797244491651;2;1000;50
12,980471633519517; 0,9871990404410322;2;1000;50
13,280548249878215;0,997521972;2;1000;50
13,58046357043023; 1,0181678353249861;2;1000;50
13,880473770868527; 1,0327413858586123;2;1000;50
14,180483971306824; 1,0473149363922367;2;1000;50
14,480508403728066; 1,0609776400175104;2;1000;50
14,780490140200477; 1,077372884367838;2;1000;50
15,080457644689947; 1,0946789756265183;2;1000;50
15,380510541077072; 1,1065199854350887;2;1000;50
15,680435349617714; 1,126558617418823;2;1000;50
15,980331694192468; 1,1484189432192604;2;1000;50
16,280156878852505; 1,174833503561457;2;1000;50
16,579868207649003; 1,208534839170465;2;1000;50
16,879328104746836; 1,2583278034936836;2;1000;50
17,153465508993637; 1,3274914454011792;2;1000;50
17,32751696759327; 1,3970801491992386;2;1000;50
17,476056173569287; 1,498184156026264;2;1000;50
17,549820541162823; 1,5810712246862568;2;1000;50
17,568623837027104;1,658675381;2;1000;50
